incident_id,stock_ticker,price_7d_before,price_disclosure_day,price_1d_after,price_7d_after,price_30d_after,volume_avg_30d_baseline,volume_disclosure_day,sector_index,sector_return_same_period,abnormal_return_1d,abnormal_return_7d,abnormal_return_30d,car_neg1_to_pos1,car_0_to_7,car_0_to_30,car_0_to_90,t_statistic_1d,p_value_1d,t_statistic_30d,p_value_30d,earnings_announcement_within_7d,market_cap_at_disclosure,volume_ratio_disclosure,pre_incident_volatility_30d,post_incident_volatility_30d,days_to_price_recovery,notes,created_at,updated_at
2024-0312-001,DETR.JO,12.55,12.46,12.11,12.11,12.1,216391,640610,S&P 500,0.009321,-0.028108,-0.028279,-0.028734,-0.034104,-0.028279,-0.028734,-0.010682,-2.0704,0.9648,-1.1721,1.0,False,456494021.33,2.9604,0.012142,0.022535,180,Earnings announcement within event window may confound abnormal returns,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0616-001,CTL,260.3,248.51,248.11,251.3,256.95,935129,3272916,S&P 500 Industrials,-0.001462,-0.001612,0.011221,0.033965,-0.001761,0.011221,0.033965,0.038986,-0.0939,1.0,2.2897,0.85515,False,100627694983.06,3.5,0.021773,0.031236,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1027-001,PATH.KS,124.41,124.22,121.7,122.94,123.34,356932,1322869,S&P 500 Health Care,-0.005443,-0.020317,-0.01034,-0.007085,-0.021048,-0.01034,-0.007085,-0.015812,-1.1094,1.0,-1.417,1.0,False,163223120713.9,3.7062,0.01745,0.029582,36,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0328-001,ZSU.NS,12.51,11.94,11.61,11.9,11.68,2358652,6705763,S&P 500 Utilities,0.008621,-0.027237,-0.00298,-0.021372,-0.032632,-0.00298,-0.021372,-0.020655,-1.5318,1.0,-4.2744,0.0002,False,1049171833.33,2.843,0.012082,0.023908,111,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0510-001,OVE.L,24.99,26.06,24.97,25.41,25.4,1892970,6712707,S&P 500 Industrials,0.012935,-0.041734,-0.024818,-0.025451,-0.050031,-0.024818,-0.025451,-0.021862,-2.8677,0.56615,-1.7761,1.0,False,38202473605.45,3.5461,0.021293,0.030359,121,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0331-002,SAOP.SA,302.33,266.96,258.33,255.38,259.41,433613,668788,S&P 500 Financials,0.028346,-0.032316,-0.043373,-0.028293,-0.038841,-0.043373,-0.028293,-0.038974,-1.8232,1.0,-1.8482,1.0,False,230247122602.88,1.5424,0.022489,0.043272,282,Thinly traded stock (avg volume < 100K); abnormal returns subject to higher noise,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0315-002,HEAL.MC,114.67,103.76,98.28,98.99,100.76,144963,427533,S&P 500 Health Care,0.025843,-0.052839,-0.04596,-0.028938,-0.052351,-0.04596,-0.028938,-0.023542,-4.9435,0.0002,-1.1263,1.0,False,29266564444.85,2.9493,0.016642,0.029195,128,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0607-001,MOS.TO,12.53,11.41,10.84,10.98,11.27,608932,1711849,S&P 500 Health Care,-0.013589,-0.050308,-0.037295,-0.012533,-0.063544,-0.037295,-0.012533,-0.006977,-2.2748,0.8626,-0.5131,1.0,False,1493057459.17,2.8112,0.028517,0.047886,34,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1201-002,RISK,11.64,11.44,11.22,11.11,11.33,705092,1670470,S&P 500 Financials,0.012398,-0.019274,-0.028834,-0.00956,-0.02365,-0.028834,-0.00956,0.003958,-1.1979,1.0,-0.6717,1.0,False,1092412500.66,2.3692,0.023417,0.034249,18,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0815-001,TST,9.86,9.19,9.28,9.33,9.48,1028668,1873160,S&P 500 Consumer Discretionary,-0.014115,0.009801,0.015634,0.031861,0.010697,0.015634,0.031861,0.029721,0.8381,1.0,1.914,1.0,False,5101037410.24,1.821,0.02202,0.027824,,Peer company breach in same week provides natural comparison group,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1123-002,NAS1,13.55,13.38,12.88,12.75,13.0,11134199,24287319,S&P 500 Financials,0.008416,-0.03704,-0.04677,-0.028534,-0.036137,-0.04677,-0.028534,-0.022901,-2.8254,0.5873,-1.2635,1.0,True,3104453064.28,2.1813,0.010818,0.012223,117,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1207-001,BSE,12.34,12.42,11.6,12.08,12.43,740042,2196075,S&P 500 Utilities,0.01246,-0.065628,-0.026979,0.000853,-0.053963,-0.026979,0.000853,-0.011332,-7.3589,0.0002,0.0475,1.0,False,775278050.03,2.9675,0.022433,0.043344,7,Company share buyback program active during post-incident window,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0702-002,ZAD.DE,14.64,14.54,13.94,13.76,14.56,9099113,33027494,S&P 500 Health Care,-0.014381,-0.041354,-0.053361,0.001033,-0.041657,-0.053361,0.001033,0.006381,-1.5377,1.0,0.0452,1.0,True,2445544196.45,3.6297,0.021077,0.029557,8,Stock halted for 2 hours on disclosure day per exchange circuit breaker,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0612-002,RMM.MX,142.01,136.69,131.81,135.35,139.86,20090969,66593138,S&P 500 Health Care,-0.013352,-0.035713,-0.009784,0.023171,-0.034659,-0.009784,0.023171,-0.002449,-1.4036,1.0,1.9244,1.0,False,66495004488.86,3.3146,0.013555,0.021701,41,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1202-002,SEQU.L,24.21,23.66,22.43,22.79,22.55,274874,908603,S&P 500 Utilities,-0.012056,-0.052048,-0.036825,-0.046916,-0.067111,-0.036825,-0.046916,-0.019109,-2.8625,0.56875,-2.087,0.9565,False,16281300692.45,3.3055,0.026507,0.051871,283,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1212-002,LPS.T,15.59,13.93,13.29,13.58,13.34,2107040,7153978,S&P 500 Industrials,0.015915,-0.046027,-0.025178,-0.042558,-0.056021,-0.025178,-0.042558,-0.055615,-2.8407,0.57965,-2.2245,0.88775,False,929751977.17,3.3953,0.028767,0.0454,77,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1207-001,VDR.DE,8.99,8.7,8.52,8.41,8.61,1682634,2819751,S&P 500 Energy,-0.006879,-0.020393,-0.032944,-0.01059,-0.022776,-0.032944,-0.01059,-0.017342,-1.2357,1.0,-0.5255,1.0,False,5133252309.52,1.6758,0.029647,0.049211,28,Company share buyback program active during post-incident window,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0405-001,ARCH.SA,18.62,19.29,19.09,18.8,19.7,2533647,6883824,S&P 500,-0.00956,-0.01015,-0.025535,0.021042,-0.010699,-0.025535,0.021042,0.026799,-1.0345,1.0,0.6208,1.0,False,10067289248.11,2.717,0.027863,0.051151,33,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0321-001,CRAW.MI,33.56,31.75,31.94,31.89,31.71,25426687,60315301,S&P 500 Consumer Discretionary,0.007782,0.005928,0.004296,-0.001356,0.00598,0.004296,-0.001356,-0.000362,1.1856,1.0,-0.0888,1.0,False,32731247124.53,2.3721,0.023109,0.037557,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-1111-001,LEM.DE,30.61,30.66,30.05,30.4,30.76,233238,727551,S&P 500 Health Care,-0.008858,-0.019841,-0.008469,0.003279,-0.022939,-0.008469,0.003279,0.003317,-2.6241,0.68795,0.149,1.0,True,4618413206.77,3.1194,0.039743,0.064153,7,Cross-listed on multiple exchanges; primary exchange data used for return calculation,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0116-001,CAMP.DE,123.65,125.49,120.25,121.08,122.76,937814,2247295,S&P 500 Health Care,0.011738,-0.04178,-0.035161,-0.021743,-0.051527,-0.035161,-0.021743,-0.026358,-5.5922,0.0002,-1.2148,1.0,False,58180561038.7,2.3963,0.024207,0.042025,284,Concurrent dividend announcement partially offset negative price reaction,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0517-001,YIEL.T,5.61,5.41,5.3,5.27,5.43,1194725,4545135,S&P 500 Financials,0.011956,-0.021226,-0.026268,0.003595,-0.022505,-0.026268,0.003595,0.001697,-1.4059,1.0,0.2051,1.0,False,1159456120.76,3.8043,0.02004,0.024857,49,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0528-001,THOM.T,6.73,5.99,5.72,5.6,5.73,710797,2108935,S&P 500 Financials,0.021832,-0.045735,-0.064641,-0.042955,-0.058114,-0.064641,-0.042955,-0.044319,-2.6433,0.67835,-1.7372,1.0,False,1624828561.09,2.967,0.030813,0.043964,188,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0322-001,PHO1,13.59,12.76,12.53,12.49,12.88,27270245,57008995,S&P 500 Information Technology,-0.017535,-0.017773,-0.020857,0.009449,-0.016304,-0.020857,0.009449,0.013065,-1.5157,1.0,0.839,1.0,False,731611459.24,2.0905,0.023681,0.030868,28,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0928-002,GLAS.L,9.6,9.33,9.2,9.36,9.14,1069632,2119784,S&P 500,0.018759,-0.014464,0.00359,-0.019851,-0.012539,0.00359,-0.019851,-0.034807,-0.7794,1.0,-3.4238,0.2881,False,7613324464.62,1.9818,0.038822,0.053388,,Post-incident volatility spike consistent with uncertainty resolution over 14 trading days,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0126-001,SIN2.SI,147.98,146.16,143.09,146.03,149.7,4063144,6576788,S&P 500 Health Care,0.005146,-0.020977,-0.000859,0.02423,-0.018631,-0.000859,0.02423,0.022418,-1.775,1.0,1.2868,1.0,False,51480230868.84,1.6186,0.035598,0.070303,26,Post-incident volatility spike consistent with uncertainty resolution over 14 trading days,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0421-001,PLT.SI,9.53,8.91,8.61,8.46,8.45,892885,1687404,S&P 500 Health Care,0.024912,-0.033532,-0.050593,-0.05166,-0.032304,-0.050593,-0.05166,-0.034905,-2.9425,0.52875,-3.2132,0.3934,False,2483708091.29,1.8898,0.014711,0.019829,110,Concurrent dividend announcement partially offset negative price reaction,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0102-001,ROP.SW,94.94,93.32,92.25,93.48,95.74,191079,403710,S&P 500 Energy,-0.002791,-0.011495,0.0017,0.025894,-0.013881,0.0017,0.025894,0.003697,-0.7194,1.0,1.0534,1.0,False,39830360983.93,2.1128,0.02746,0.045915,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0227-002,JENS,247.9,232.81,224.99,222.43,221.34,522459,1169129,S&P 500 Health Care,0.026288,-0.033573,-0.0446,-0.049247,-0.03908,-0.0446,-0.049247,-0.061046,-1.9268,1.0,-2.3996,0.8002,False,103965298122.88,2.2377,0.028333,0.034187,272,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0417-001,CELL.DE,6.92,7.22,6.95,7.03,7.02,326247,948654,S&P 500 Health Care,-0.010194,-0.036874,-0.026975,-0.027899,-0.032751,-0.026975,-0.027899,-0.021357,-3.2913,0.35435,-1.6703,1.0,False,2007887148.72,2.9078,0.036577,0.055891,264,Cross-listed on multiple exchanges; primary exchange data used for return calculation,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0819-002,HEND,68.97,66.15,62.63,61.22,62.54,287132,804246,S&P 500 Energy,0.015457,-0.053203,-0.074504,-0.054624,-0.056257,-0.074504,-0.054624,-0.021108,-3.4955,0.25225,-3.1286,0.4357,True,11711529808.48,2.801,0.012018,0.020359,109,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0529-001,PALM.MI,68.73,64.32,62.52,62.49,63.8,628232,1795645,S&P 500 Consumer Discretionary,0.024443,-0.028009,-0.028522,-0.008037,-0.029264,-0.028522,-0.008037,0.007795,-1.4929,1.0,-0.5145,1.0,False,20889093528.37,2.8583,0.011954,0.013863,24,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0414-001,EDMO.TO,499.61,476.98,454.41,443.67,446.04,927648,1744764,S&P 500 Health Care,-7.8e-05,-0.047313,-0.069828,-0.064856,-0.06032,-0.069828,-0.064856,-0.074287,-3.4686,0.2657,-2.4297,0.78515,False,291195204575.01,1.8808,0.03979,0.069598,91,Cross-listed on multiple exchanges; primary exchange data used for return calculation,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0902-003,BAZ1,213.04,193.36,178.14,177.42,186.47,288786,976432,S&P 500 Consumer Discretionary,0.003025,-0.078735,-0.082459,-0.035633,-0.090239,-0.082459,-0.035633,-0.00959,-3.8561,0.07195,-5.688,0.0002,False,95079763676.4,3.3812,0.039031,0.065657,257,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1203-001,CHEN,8.13,8.15,7.82,7.91,8.33,2764585,4403604,S&P 500,-0.00257,-0.04099,-0.029038,0.021683,-0.049357,-0.029038,0.021683,0.029495,-3.2736,0.3632,1.3829,1.0,False,189760164.56,1.5929,0.024715,0.043486,28,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0117-002,PHOE,538.47,545.02,533.9,543.98,544.68,5968543,11355847,S&P 500 Financials,0.001684,-0.020396,-0.001903,-0.000619,-0.023428,-0.001903,-0.000619,0.011595,-0.9011,1.0,-0.0323,1.0,False,340071174308.72,1.9026,0.011944,0.016012,6,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0730-002,GOB.NS,310.22,299.13,295.36,302.29,296.63,4469568,10144262,S&P 500 Financials,0.027188,-0.012604,0.010561,-0.008358,-0.01052,0.010561,-0.008358,0.009162,-0.6755,1.0,-1.0496,1.0,False,221633168166.22,2.2696,0.021183,0.033031,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0714-002,SFM,15.02,14.9,14.62,14.72,14.79,27463,80530,S&P 500 Consumer Discretionary,0.024566,-0.018846,-0.012367,-0.007628,-0.024192,-0.012367,-0.007628,0.011665,-1.387,1.0,-0.2947,1.0,False,629335342.81,2.9323,0.03629,0.067463,7,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0520-001,BRAS.SA,8.71,8.22,8.17,8.11,8.31,12117189,43462757,S&P 500 Health Care,-0.013361,-0.006019,-0.013879,0.010532,-0.00536,-0.013879,0.010532,0.02487,-0.5623,1.0,0.5387,1.0,False,599065274.25,3.5869,0.025795,0.037477,24,Concurrent dividend announcement partially offset negative price reaction,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0413-001,VANC.TO,51.38,50.57,48.76,47.96,48.21,429131,1186588,S&P 500 Financials,-0.005542,-0.035696,-0.051664,-0.046704,-0.039218,-0.051664,-0.046704,-0.030005,-1.2772,1.0,-9.3408,0.0002,False,14292683145.39,2.7651,0.013134,0.025345,293,Concurrent dividend announcement partially offset negative price reaction,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0115-002,OFD.L,74.23,73.21,69.45,72.27,73.32,3989326,6390125,S&P 500 Industrials,0.02621,-0.051372,-0.012819,0.001518,-0.051699,-0.012819,0.001518,0.006866,-3.8449,0.07755,0.0953,1.0,False,63451804262.29,1.6018,0.016109,0.030057,43,Cross-listed on multiple exchanges; primary exchange data used for return calculation,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1119-001,MATR,129.65,134.29,130.76,134.02,136.62,578442,1946549,S&P 500 Industrials,0.026761,-0.026274,-0.00204,0.017331,-0.023811,-0.00204,0.017331,-0.00726,-1.1833,1.0,0.6887,1.0,False,83126711585.29,3.3652,0.020636,0.038455,10,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0416-001,TST,13.4,12.9,12.21,12.34,12.64,521867,860537,S&P 500 Consumer Discretionary,0.010941,-0.053648,-0.043239,-0.019876,-0.052271,-0.043239,-0.019876,-0.007057,-4.5153,0.0002,-1.2559,1.0,False,2227453386.0,1.649,0.014846,0.024366,30,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1129-001,VICT.TO,32.87,33.14,32.22,31.89,31.82,754723,2752599,S&P 500 Financials,-0.002211,-0.027898,-0.037788,-0.039934,-0.032215,-0.037788,-0.039934,-0.040541,-2.8125,0.59375,-3.0185,0.49075,False,17407390655.24,3.6472,0.015873,0.018653,184,CEO resignation announced 7 days post-disclosure; confounding event flagged,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1110-001,GOOD,550.38,524.29,510.64,499.6,504.7,497175,1352547,S&P 500 Consumer Discretionary,-0.010276,-0.026033,-0.047099,-0.037371,-0.030913,-0.047099,-0.037371,-0.012722,-2.0924,0.9538,-2.0021,0.99895,False,80110337508.48,2.7205,0.023566,0.02955,243,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0716-001,RRA.PA,239.19,242.18,235.15,229.47,237.66,525262,1221965,S&P 500 Information Technology,0.020759,-0.029019,-0.052502,-0.018654,-0.03587,-0.052502,-0.018654,0.000615,-2.3062,0.8469,-1.0685,1.0,False,333086389120.07,2.3264,0.023941,0.029506,7,Thinly traded stock (avg volume < 100K); abnormal returns subject to higher noise,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1113-001,ESM.MI,18.34,17.68,17.86,17.98,18.14,9887232,24970474,S&P 500 Information Technology,-0.016227,0.009984,0.016927,0.026117,0.012444,0.016927,0.026117,0.001726,0.6937,1.0,0.9066,1.0,False,18828308151.83,2.5255,0.027144,0.038159,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0329-001,HEND.PA,30.46,30.15,30.44,30.02,30.43,1209511,2135964,S&P 500 Financials,0.000527,0.009732,-0.00438,0.009277,0.00871,-0.00438,0.009277,0.01202,0.6469,1.0,0.4425,1.0,False,6270895512.54,1.766,0.015333,0.025201,11,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0215-002,OHC.TA,8.8,8.3,8.09,8.09,8.17,160540,309492,S&P 500,0.022532,-0.025348,-0.025099,-0.015181,-0.030302,-0.025099,-0.015181,-0.016452,-1.3465,1.0,-0.5645,1.0,True,810924447.02,1.9278,0.031215,0.050712,31,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1213-001,PREC,145.04,139.31,137.88,139.76,138.05,2498502,7306109,S&P 500 Industrials,0.006323,-0.010234,0.003196,-0.00906,-0.010697,0.003196,-0.00906,-0.019027,-0.3761,1.0,-0.3262,1.0,False,99556915294.28,2.9242,0.036142,0.044221,,Earnings announcement within event window may confound abnormal returns,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1015-001,ZIM1,28.53,28.94,28.46,28.4,28.41,24716553,81642571,S&P 500 Industrials,0.021153,-0.016486,-0.018748,-0.018477,-0.017612,-0.018748,-0.018477,0.002513,-3.2972,0.3514,-0.6775,1.0,False,32503460855.13,3.3032,0.035918,0.042788,41,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0925-001,LYON.PA,8.63,8.41,8.23,8.26,8.22,950118,1608805,S&P 500 Industrials,-0.019607,-0.021185,-0.017766,-0.022105,-0.017519,-0.017766,-0.022105,-0.020311,-2.1776,0.9112,-0.7817,1.0,False,439998173.04,1.6933,0.018608,0.035079,290,Company share buyback program active during post-incident window,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0701-001,NAKA,69.05,71.58,65.87,64.54,67.96,1922950,3380082,S&P 500 Consumer Discretionary,-0.003706,-0.079707,-0.098356,-0.050621,-0.097229,-0.098356,-0.050621,-0.018245,-3.325,0.3375,-2.5898,0.7051,False,37447673357.01,1.7578,0.016327,0.02786,96,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1104-002,DAVI.T,11.86,11.24,10.67,10.66,11.29,3429108,10819607,S&P 500 Financials,0.013151,-0.05036,-0.051781,0.004097,-0.058197,-0.051781,0.004097,-0.012038,-3.55,0.225,0.5322,1.0,False,763271842.05,3.1552,0.036691,0.068826,37,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1206-001,ATL3,408.51,399.89,390.53,389.02,396.42,251195,815955,S&P 500 Consumer Discretionary,0.013755,-0.023411,-0.027174,-0.008686,-0.026143,-0.027174,-0.008686,-0.024803,-4.6248,0.0002,-0.2985,1.0,False,177207561718.41,3.2483,0.020154,0.028128,49,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0823-001,CCL.CO,186.32,183.36,181.45,183.48,180.88,300960,1078576,S&P 500 Health Care,0.006423,-0.010393,0.000632,-0.01352,-0.011886,0.000632,-0.01352,-0.020953,-0.5771,1.0,-1.2896,1.0,False,105991318493.19,3.5838,0.010241,0.012128,,CEO resignation announced 7 days post-disclosure; confounding event flagged,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0508-002,BLAC.L,10.44,9.7,9.66,9.82,9.72,49411,148290,S&P 500 Information Technology,0.009857,-0.003989,0.012069,0.001764,-0.005005,0.012069,0.001764,0.000431,-0.3638,1.0,0.1181,1.0,False,6120249947.31,3.0012,0.01047,0.020021,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1112-001,VDO.PA,15.17,13.81,13.54,13.5,14.13,444506,1127967,S&P 500 Consumer Discretionary,0.027917,-0.019875,-0.0222,0.023199,-0.025715,-0.0222,0.023199,0.016647,-1.6555,1.0,0.8693,1.0,False,3327990916.78,2.5376,0.030708,0.044332,19,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0620-002,LAMB.OL,55.35,52.82,48.77,49.71,49.23,120725,247494,S&P 500 Communication Services,0.013807,-0.076591,-0.058892,-0.067893,-0.094635,-0.058892,-0.067893,-0.041148,-4.1774,0.0002,-3.2554,0.3723,False,32033806481.6,2.0501,0.037334,0.04674,180,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
